"方向","代码","名称","订单价格","订单数量","订单金额","交易状态","已成交@均价","下单时间","类型","期限","盘前竞价","时段","触发价","允许开仓","市场","币种","订单来源","佣金","平台使用费","交收费","印花税","交易费","证监会征费","财汇局征费","证监会规费","交易活动费","综合审计跟踪监管费","合计费用"
"卖空","AMD","美国超微公司","135.30","30","4,059.00","已撤单","0@0.00","2024/08/05 10:43:31 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","AMD","美国超微公司","130.50","30","3,915.00","已撤单","0@0.00","2024/08/05 10:27:22 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖空","AMD","美国超微公司","134.70","20","2,694.00","全部成交","20@134.70","2024/08/05 10:20:17 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.06","","","","","0.07","0.01","","2.13"
"卖空","AMD","美国超微公司","134.40","20","2,688.00","全部成交","20@134.40","2024/08/05 10:18:54 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.06","","","","","0.07","0.01","","2.13"
"买入","NVDA","英伟达","95.00","25","2,375.00","已撤单","0@0.00","2024/08/05 10:10:47 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖出","NVDA","英伟达","102.20","15","1,533.00","已撤单","0@0.00","2024/08/05 10:04:27 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖空","AMD","美国超微公司","133.70","20","2,674.00","全部成交","20@133.70","2024/08/05 10:02:14 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.06","","","","","0.07","0.01","","2.13"
"卖空","AMD","美国超微公司","133.20","20","2,664.00","全部成交","20@133.20","2024/08/05 10:01:18 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.06","","","","","0.08","0.04","","2.17"
"卖出","NVDA","英伟达","101.00","25","2,525.00","全部成交","25@101.00","2024/08/05 10:00:29 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.08","","","","","0.07","0.01","","2.15"
"卖出","NVDA","英伟达","99.50","30","2,985.00","全部成交","30@99.50","2024/08/05 09:58:24 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.09","","","","","0.08","0.01","","2.17"
"卖空","AMD","美国超微公司","131.30","20","2,626.00","已撤单","0@0.00","2024/08/05 09:52:53 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖出","NVDA","英伟达","100.50","30","3,015.00","已撤单","0@0.00","2024/08/05 09:49:43 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖出","NVDA","英伟达","99.30","20","1,986.00","全部成交","20@99.30","2024/08/05 09:48:11 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.06","","","","","0.06","0.01","","2.12"
"卖出","NVDA","英伟达","99.30","50","4,965.00","已撤单","0@0.00","2024/08/05 09:47:25 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖出","NVDA","英伟达","98.30","50","4,915.00","全部成交","50@98.30","2024/08/05 09:46:07 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","0.14","0.01","","2.29"
"卖出","NVDA","英伟达","97.50","50","4,875.00","全部成交","50@97.50","2024/08/05 09:39:49 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","0.14","0.01","","2.29"
"卖出","NVDA","英伟达","96.80","100","9,680.00","全部成交","100@96.80","2024/08/05 09:38:55 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.3","","","","","0.27","0.02","","2.58"
"卖出","NVDA","英伟达","96.40","150","14,460.00","全部成交","150@96.40","2024/08/05 09:37:32 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.45","","","","","0.4","0.03","","2.87"
"卖出","NVDA","英伟达","95.80","115","11,017.00","全部成交","115@95.80","2024/08/05 09:09:23 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.35","","","","","0.31","0.03","","2.68"
"卖出","NVDA","英伟达","95.40","115","10,971.00","已撤单","0@0.00","2024/08/05 09:05:20 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","NVDA","英伟达","93.70","15","1,405.50","全部成交","15@93.70","2024/08/05 08:03:35 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.05","","","","","","","","2.04"
"买入","NVDA","英伟达","92.70","10","927.00","已撤单","0@0.00","2024/08/05 07:57:32 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖出","AMZN","亚马逊","156.65","15","2,349.75","全部成交","15@156.67","2024/08/05 07:56:43 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.05","","","","","0.07","0.01","","2.12"
"买入","AMZN","亚马逊","158.02","15","2,370.30","全部成交","15@158.02","2024/08/05 07:40:55 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.05","","","","","","","","2.04"
"买入","NVDA","英伟达","93.70","20","1,874.00","已撤单","0@0.00","2024/08/05 07:40:03 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","NVDA","英伟达","94.10","100","9,410.00","全部成交","100@94.10","2024/08/05 07:38:58 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.3","","","","","","","","2.29"
"买入","AMZN","亚马逊","158.30","80","12,664.00","已撤单","0@0.00","2024/08/05 07:31:48 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖出","AMZN","亚马逊","161.30","80","12,904.00","全部成交","80@161.30","2024/08/05 06:53:01 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.24","","","","","0.35","0.04","","2.62"
"买入","AMZN","亚马逊","159.58","80","12,766.40","全部成交","80@159.58","2024/08/05 06:26:07 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.24","","","","","","","","2.23"
"买入","PYPL","PayPal","58.35","190","11,086.50","已撤单","0@0.00","2024/08/05 06:23:46 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","AMZN","亚马逊","159.60","80","12,768.00","已撤单","0@0.00","2024/08/05 06:20:40 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖出","PYPL","PayPal","58.90","180","10,602.00","全部成交","180@58.90","2024/08/05 06:02:21 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.54","","","","","0.29","0.03","","2.85"
"买入","PYPL","PayPal","58.50","180","10,530.00","全部成交","180@58.50","2024/08/05 05:48:57 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.54","","","","","","","","2.53"
"买入","GOOG","谷歌-C","158.40","80","12,672.00","已撤单","0@0.00","2024/08/05 05:45:21 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","GOOG","谷歌-C","158.80","80","12,704.00","已撤单","0@0.00","2024/08/05 05:44:01 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖出","GOOG","谷歌-C","159.86","80","12,788.80","全部成交","80@159.86","2024/08/05 05:39:00 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.24","","","","","0.36","0.01","","2.6"
"买入","GOOG","谷歌-C","159.80","80","12,784.00","全部成交","80@159.80","2024/08/05 05:06:12 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.24","","","","","","","","2.23"
"买入","GOOG","谷歌-C","160.00","80","12,800.00","已撤单","0@0.00","2024/08/05 04:57:11 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","PYPL","PayPal","58.70","200","11,740.00","已撤单","0@0.00","2024/08/05 04:38:36 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","GOOG","谷歌-C","160.50","90","14,445.00","已撤单","0@0.00","2024/08/05 04:35:39 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","GOOG","谷歌-C","160.00","90","14,400.00","已撤单","0@0.00","2024/08/05 04:28:47 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","GOOG","谷歌-C","160.00","90","14,400.00","已撤单","0@0.00","2024/08/05 04:21:34 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","GOOG","谷歌-C","161.30","90","14,517.00","已撤单","0@0.00","2024/08/05 04:20:57 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","GOOG","谷歌-C","161.50","90","14,535.00","已撤单","0@0.00","2024/08/05 04:18:52 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","PYPL","PayPal","58.00","200","11,600.00","已撤单","0@0.00","2024/08/05 04:17:17 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖出","NVDA","英伟达","101.80","150","15,270.00","已撤单","0@0.00","2024/08/05 04:10:11 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖出","NVDA","英伟达","101.80","50","5,090.00","已撤单","0@0.00","2024/08/05 04:09:58 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖出","NVDA","英伟达","101.40","50","5,070.00","全部成交","50@101.40","2024/08/05 04:09:08 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.15","","","","","0.14","0.01","","2.29"
"卖出","NVDA","英伟达","100.50","55","5,527.50","全部成交","55@100.50","2024/08/05 04:06:32 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","0.99","1","0.17","","","","","0.15","0.01","","2.32"
"卖出","NVDA","英伟达","100.00","55","5,500.00","已撤单","0@0.00","2024/08/05 04:04:55 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"卖出","NVDA","英伟达","100.00","155","15,500.00","已撤单","0@0.00","2024/08/05 04:04:32 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","NVDA","英伟达","94.80","124","11,755.20","全部成交","124@94.80","2024/08/05 01:40:47 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","0.99","1","0.37","","","","","","","","2.36"
"卖出","01519","极兔速递-W","5.91","10,000","59,100.00","全部成交","10,000@5.91","2024/08/05 13:40:22 (香港)","限价单","当日有效","允许","","","","港股","HKD","","17.73","15","2","60","3.34","1.6","0.09","","","","99.76"
"买入","NVDA","英伟达","95.12","21","1,997.52","全部成交","21@95.12","2024/08/05 01:33:53 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","0.99","1","0.06","","","","","","","","2.05"
"买入","01519","极兔速递-W","5.98","2,000","11,960.00","全部成交","2,000@5.98","2024/08/05 13:10:23 (香港)","限价单","当日有效","允许","","","","港股","HKD","","3.59","15","2","12","0.68","0.32","0.02","","","","33.61"
"买入","NVDA","英伟达","95.01","48","4,560.48","已撤单","0@0.00","2024/08/05 01:05:26 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","","","","","","","","","","",""
"买入","NVDA","英伟达","95.60","60","5,736.00","全部成交","60@95.60","2024/08/05 01:03:29 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","0.99","1","0.18","","","","","","","","2.17"
"买入","NVDA","英伟达","96.70","50","4,835.00","全部成交","50@95.90","2024/08/05 01:02:41 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","0.99","1","0.15","","","","","","","","2.14"
"买入","AVGO","博通","130.03","10","1,300.30","全部成交","10@130.03","2024/08/05 00:54:51 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","0.99","1","0.03","","","","","","","","2.02"
"买入","NVDA","英伟达","96.01","100","9,601.00","全部成交","100@96.01","2024/08/05 00:50:28 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","0.99","1","0.3","","","","","","","","2.29"
"买入","NVDA","英伟达","96.01","100","9,601.00","已撤单","0@0.00","2024/08/05 00:50:20 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","NVDA","英伟达","96.55","25","2,413.75","全部成交","25@96.55","2024/08/05 00:45:46 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","0.99","1","0.08","","","","","","","","2.07"
"买入","NVDA","英伟达","96.55","25","2,413.75","已撤单","0@0.00","2024/08/05 00:45:43 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","",""
"买入","NVDA","英伟达","96.68","25","2,417.00","全部成交","25@96.68","2024/08/05 00:44:03 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","0.99","1","0.07","","","","","","","","2.06"
"买入","NVDA","英伟达","97.01","70","6,790.70","全部成交","70@97.01","2024/08/05 00:13:40 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","0.99","1","0.21","","","","","","","","2.2"
"买入","NVDA","英伟达","97.45","15","1,461.75","全部成交","15@97.45","2024/08/05 00:11:55 (美东)","限价单","当日有效","","夜盘","","","美股","USD","","0.99","1","0.05","","","","","","","","2.04"
